OBJECTID,SHAPE_Leng,SHAPE_Area,MEAN,_count_0,_sum_0,shadow_percent_0,sunlight_percent_0,shadow_free_area_0,energy_0,_count_19,_sum_19,shadow_percent_19,sunlight_percent_19,shadow_free_area_19,energy_19,_count_6,_sum_6,shadow_percent_6,sunlight_percent_6,Shadow_free_area_6,energy_6,_count_7,_sum_7,shadow_percent_7,sunlight_percent_7,shadow_free_area_7,energy_7,_count_8,_sum_8,shadow_percent_8,sunlight_percent_8,shadow_free_area_8,energy_8,_count_9,_sum_9,shadow_percent_9,sunlight_percent_9,shadow_free_area_9,energy_9,_count_10,_sum_10,shadow_percent_10,sunlight_percent_10,shadow_free_area_10,energy_10,_count_11,_sum_11,shadow_percent_11,sunlight_percent_11,shadow_free_area_11,energy_11,_count_12,_sum_12,shadow_percent_12,sunlight_percent_12,shadow_free_area_12,energy_12,_count_13,_sum_13,shadow_percent_13,sunlight_percent_13,shadow_free_area_13,energy_13,_count_14,_sum_14,shadow_percent_14,sunlight_percent_14,shadow_free_area_14,energy_14,_count_15,_sum_15,shadow_percent_15,sunlight_percent_15,shadow_free_area_15,energy_15,_count_16,_sum_16,shadow_percent_16,sunlight_percent_16,shadow_free_area_16,energy_16,_count_17,_sum_17,shadow_percent_17,sunlight_percent_17,shadow_free_area_17,energy_17,_count_18,_sum_18,shadow_percent_18,sunlight_percent_18,shadow_free_area_18,energy_18,energy_final,shadow_final,energy_total
707,0.000812384,410.3488026,9.280945413,410,410,100,0,0,0,410,410,100,0,0,0,8.444959941,8.444959941,2,98,402.1418265,15.8648972,160,160,39,61,250.3127696,39.45605093,30,30,7,93,381.6243864,127.420948,8.982470476,8.982470476,2,98,402.1418265,214.7493654,8.444959941,8.444959941,2,98,402.1418265,250.605537,6.704093245,6.704093245,2,98,402.1418265,261.3921873,4.541432624,4.541432624,1,99,406.2453146,295.0259098,0,0,0,100,410.3488026,319.6617172,4.401082192,4.401082192,1,99,406.2453146,301.6087089,4.730010124,4.730010124,1,99,406.2453146,271.4238695,4.967547759,4.967547759,1,99,406.2453146,210.3375741,6.528031573,6.528031573,2,98,402.1418265,132.557206,9.160730718,9.160730718,2,98,402.1418265,58.84581562,166.5966525,334.1411678,2498.949787
708,0.000631679,259.2274805,6.995585799,253,253,98,2,5.18454961,0.114060091,11.02493936,11.02493936,4,96,248.8583813,0.423059248,8.033112879,8.033112879,3,97,251.4506561,9.919979833,195,195,75,25,64.80687012,10.21531252,58,58,22,78,202.1974348,67.5119037,5,5,2,98,254.0429309,135.6624817,8.033112879,8.033112879,3,97,251.4506561,156.6982655,4.784915406,4.784915406,2,98,254.0429309,165.1279051,3.914465064,3.914465064,2,98,254.0429309,184.4925815,0,0,0,100,259.2274805,201.9382073,1.479620873,1.479620873,1,99,256.6352057,190.5336758,4.994410677,4.994410677,2,98,254.0429309,169.7331953,5.11559618,5.11559618,2,98,254.0429309,131.5332679,5.227092857,5.227092857,2,98,254.0429309,83.73966322,5.204097426,5.204097426,2,98,254.0429309,37.17435612,102.987861,219.047221,1544.817915
709,0.000934374,365.5558401,12.50241273,371,371,101,-1,-3.655558401,-0.080422285,10.54154834,10.54154834,3,97,354.5891649,0.60280158,5.130630529,5.130630529,1,99,361.9002817,14.27732801,7.10703782,7.10703782,2,98,358.2447233,56.46904099,7.10703782,7.10703782,2,98,358.2447233,119.6146889,5.832111562,5.832111562,2,98,358.2447233,191.3076976,5.130630529,5.130630529,1,99,361.9002817,225.5279318,5.591403296,5.591403296,2,98,358.2447233,232.8590701,4.338207036,4.338207036,1,99,361.9002817,262.8213939,0,0,0,100,365.5558401,284.7679994,6.5417818,6.5417818,2,98,358.2447233,265.9716299,6.559254277,6.559254277,2,98,358.2447233,239.3533305,6.931329524,6.931329524,2,98,358.2447233,185.4847879,6.931329524,6.931329524,2,98,358.2447233,118.0874916,7.486838639,7.486838639,2,98,358.2447233,52.4223086,149.9658052,333.1780371,2249.487078
710,0.000910399,388.0469059,5.294082483,395,395,102,-2,-7.760938118,-0.170740639,395,395,102,-2,-7.760938118,-0.013193595,5.828595629,5.828595629,2,98,380.2859678,15.00266171,8.927169723,8.927169723,2,98,380.2859678,59.94333624,7.053730683,7.053730683,2,98,380.2859678,126.9740621,7.010507562,7.010507562,2,98,380.2859678,203.0780308,5.828595629,5.828595629,2,98,380.2859678,236.9854685,5.255816841,5.255816841,1,99,384.1664368,249.7081839,0,0,0,100,388.0469059,281.8097523,0,0,0,100,388.0469059,302.2885397,1.809760387,1.809760387,0,100,388.0469059,288.0976643,2.143075363,2.143075363,1,99,384.1664368,256.6723531,8.171128917,8.171128917,2,98,380.2859678,196.8968627,9.198516773,9.198516773,2,98,380.2859678,125.352903,9.22148121,9.22148121,2,98,380.2859678,55.64762595,159.8849007,327.0681064,2398.27351
711,0.000604197,222.5454632,3.874384642,217,217,98,2,4.450909265,0.097920004,217,217,98,2,4.450909265,0.007566546,4.171140572,4.171140572,2,98,218.0945539,8.604048247,6.018746744,6.018746744,3,97,215.8690993,34.02679852,6.018746744,6.018746744,3,97,215.8690993,72.07674944,5.802758648,5.802758648,3,97,215.8690993,115.2771212,4.171140572,4.171140572,2,98,218.094554,135.9115099,2.995364004,2.995364004,1,99,220.3200086,143.2080056,0,0,0,100,222.5454632,161.6183016,0,0,0,100,222.5454632,173.3629159,4.129939162,4.129939162,2,98,218.094554,161.9199397,4.418844502,4.418844502,2,98,218.094554,145.7150781,6.757585921,6.757585921,3,97,215.8690993,111.7683849,6.757585921,6.757585921,3,97,215.8690993,71.15649947,2,2,1,99,220.3200086,32.23964718,91.13269909,187.7329943,1366.990486
712,0.000943701,532.2453481,11.75620589,524,524,98,2,10.64490696,0.234187953,268,268,50,50,266.122674,0.452408546,11.97638681,11.97638681,2,98,521.6004411,20.577659,15.51559361,15.51559361,3,97,516.2779876,81.37935035,15.92331209,15.92331209,3,97,516.2779876,172.3805736,14.38428604,14.38428604,3,97,516.2779876,275.6996733,11.97638681,11.97638681,2,98,521.6004411,325.0493981,10.84017814,10.84017814,2,98,521.6004411,339.0402867,6.459273992,6.459273992,1,99,526.9228946,382.665106,0,0,0,100,532.2453481,414.6191261,6.160288627,6.160288627,1,99,526.9228946,391.2033646,11.5953217,11.5953217,2,98,521.6004411,348.4958595,11.92349644,11.92349644,2,98,521.6004411,270.0638444,12.43592064,12.43592064,2,98,521.6004411,171.9341102,12.13621148,12.13621148,2,98,521.6004411,76.32631415,218.0080842,467.2353805,3270.121262
713,0.000595984,237.9200116,13.00630361,199,199,84,16,38.06720186,0.837478441,160,160,67,33,78.51360384,0.133473127,7.197223923,7.197223923,3,97,230.7824113,9.104596906,8.562280348,8.562280348,4,96,228.4032112,36.00251297,8.977823706,8.977823706,4,96,228.4032112,76.26177658,8.775500116,8.775500116,4,96,228.4032112,121.9705124,7.197223923,7.197223923,3,97,230.7824113,143.8182907,6.880122057,6.880122057,3,97,230.7824113,150.0085673,2.648495978,2.648495978,1,99,235.5408115,171.0558614,0,0,0,100,237.9200116,185.3396891,4.566243046,4.566243046,2,98,233.1616114,173.1061751,8.105805468,8.105805468,3,97,230.7824113,154.1921909,8.105805468,8.105805468,3,97,230.7824113,119.4899013,7.689762978,7.689762978,3,97,230.7824113,76.07234466,7.256804817,7.256804817,3,97,230.7824113,33.77062102,96.74426613,206.6505244,1451.163992
714,0.000686299,326.8034317,9.886051321,337,337,103,-3,-9.804102951,-0.215690265,337,337,103,-3,-9.804102951,-0.016666975,2.031271149,2.031271149,1,99,323.5353974,12.76379496,4.745665023,4.745665023,1,99,323.5353974,50.99791408,4.745665023,4.745665023,1,99,323.5353974,108.0255574,1.602434587,1.602434587,0,100,326.8034317,174.5176078,2.031271149,2.031271149,1,99,323.5353974,201.6198183,2.303663193,2.303663193,1,99,323.5353974,210.2980083,0.491711155,0.491711155,0,100,326.8034317,237.333149,0,0,0,100,326.8034317,254.5798733,0,0,0,100,326.8034317,242.6286718,0.650762132,0.650762132,0,100,326.8034317,218.3465232,1.065893629,1.065893629,0,100,326.8034317,169.2057448,25,25,8,92,300.6591572,99.10567665,85,85,26,74,241.8345395,35.38788999,134.3051915,269.8462622,2014.577872
715,0.000715613,350.2345346,9.84506768,355,355,101,-1,-3.502345346,-0.077051598,355,355,101,-1,-3.502345346,-0.005953987,6.026386983,6.026386983,2,98,343.2298439,13.54076057,77,77,22,78,273.182937,43.06100681,17,17,5,95,332.7228079,111.093151,6.037142525,6.037142525,2,98,343.2298439,183.2895419,6.026386983,6.026386983,2,98,343.2298439,213.8929444,5.843443563,5.843443563,2,98,343.2298439,223.0993985,3.607777999,3.607777999,1,99,346.7321893,251.8059309,0,0,0,100,350.2345346,272.8327025,5.111983689,5.111983689,1,99,346.7321893,257.4243793,5.111983689,5.111983689,1,99,346.7321893,231.6614841,5.111983689,5.111983689,1,99,346.7321893,179.5240583,6.367932469,6.367932469,2,98,343.2298439,113.138167,6.367932469,6.367932469,2,98,343.2298439,50.22516629,142.9670457,289.4438261,2144.505686
919,0.000674389,317.9164633,11.23956762,21,21,7,93,295.6623109,6.50457084,318,318,100,0,0,0,1.972815878,1.972815878,1,99,314.7372987,12.41670117,7.737889799,7.737889799,2,98,311.5581341,49.109974,7.406553081,7.406553081,2,98,311.5581341,104.0264569,6.797432387,6.797432387,2,98,311.5581341,166.3764054,1.972815878,1.972815878,1,99,314.7372987,196.1370456,0.041195908,0.041195908,0,100,317.9164633,206.6457012,0.041195908,0.041195908,0,100,317.9164633,230.8792015,0,0,0,100,317.9164633,247.6569249,54,54,17,83,263.8706646,195.9054975,154,154,48,52,165.3165609,110.4526232,243,243,76,24,76.2999512,39.50506273,242,242,76,24,76.2999512,25.15060031,273,273,86,14,44.50830486,6.512944759,106.485314,223.2227739,1597.27971
